address,leaderboard_pnl,leaderboard_volume,leaderboard_username,snapshot_url,name,x_username,verified,copyability_score,score_profitability,score_stability,score_copyability,score_focus,score_execution,realized_pnl_90d,avg_trade_pnl_90d,profit_factor_90d,win_rate_90d,max_drawdown_90d,max_losing_streak_90d,weekly_vol_90d,avg_trades_per_day_30d,avg_hold_hours_90d,near_settlement_ratio_90d,crypto_ratio,btc_ratio,market_concentration_hhi,median_trade_notional,avg_trade_notional,trades_count,closed_positions_count,buy_count_with_open_time,near_open_buy_ratio_10m,near_open_buy_ratio_30m,avg_open_delay_min,median_open_delay_min,cycle5_window_count,cycle5_first_minute_single_count,cycle5_first_minute_single_ratio,high_win_near_open
0xb1bba305ae7fa41132e14f0a3058381207617a6b,7416.364818976163,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xb1bba305ae7fa41132e14f0a3058381207617a6b,luochen333,,False,83.02,88.33,100.0,59.38,71.68,99.97,33546.0667,3354.6067,2.0,1.0,0.0,0,0.0,2.1667,0.0,0.0,1.0,1.0,0.0561,192.3607,303.9134,65,10,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.04,False
0x1cdb4cac9d2428094058b60a0284c2c177dceb5c,58306.48327199489,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x1cdb4cac9d2428094058b60a0284c2c177dceb5c,nervem13,,False,82.58,100.0,91.16,53.33,72.69,97.24,63277.4744,4519.8196,559.8977,0.9286,113.2184,1,0.0,1.3667,0.0,0.0,1.0,1.0,0.0898,129.0538,180.9945,41,14,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,False
0x10704da0998ac849b2e8d0201c20e4911266e095,5670.568962636496,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x10704da0998ac849b2e8d0201c20e4911266e095,luochen2,,False,82.04,88.33,100.0,59.11,71.46,91.15,31915.0951,2901.3723,2.0,1.0,0.0,0,0.0,2.1,0.0,0.0,1.0,1.0,0.0486,70.8152,212.5964,63,11,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0345,False
0xff04e9f2060a23fbd3ee37f1581a435ea54933bb,10152.98033853,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xff04e9f2060a23fbd3ee37f1581a435ea54933bb,3245336,,False,81.17,88.33,100.0,36.03,100.0,97.85,10152.4972,10152.4972,2.0,1.0,0.0,0,0.0,0.0333,0.0,0.0,1.0,1.0,1.0,137.4878,137.4878,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
0xf8bbb5513e6497bc95f867b329ec7ae559f4603d,5077.5399689999995,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xf8bbb5513e6497bc95f867b329ec7ae559f4603d,0xF8bBB551,,False,81.1,88.33,100.0,50.63,85.19,82.94,5077.54,1015.508,2.0,1.0,0.0,0,0.0,1.1333,0.0,0.0,0.9412,0.9412,0.6436,16.5,95.849,34,5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False
0xca294e9b4c2e8930286ed85819c7be16560b8745,8029.609623,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xca294e9b4c2e8930286ed85819c7be16560b8745,0xCA294e9b4C2E8930286ED85819C7Be16560b8745-1774080408135,,False,80.83,88.33,100.0,36.47,100.0,93.49,8029.6096,8029.6096,2.0,1.0,0.0,0,0.0,0.0667,0.0,0.0,1.0,1.0,1.0,310.0933,310.0933,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
0x5fcebe04ac53b7e604bfedcc415f5d811d60409e,16073.241449990102,285619.26516099996,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x5fcebe04ac53b7e604bfedcc415f5d811d60409e,0x5fCe,,False,80.21,100.0,75.76,59.99,72.2,95.16,26752.8979,1910.9213,59.7679,0.9286,455.2295,1,0.0,2.5333,0.0,0.0,1.0,1.0,0.0734,105.5445,243.428,76,14,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,False
0xb967a384cf2e6818aa91a23257b4bf1bc372e7bf,37101.07127073631,58040.65177,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xb967a384cf2e6818aa91a23257b4bf1bc372e7bf,0xB967A384cF2e6818AA91a23,,False,79.69,88.33,100.0,43.66,79.26,93.83,38786.3785,19393.1893,2.0,1.0,0.0,0,0.0,0.6,0.0,0.0,1.0,1.0,0.3086,92.9125,108.7997,18,2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False
0x8cc4de6b2f43e915a2173b82bf47f0a25bf52173,20525.868324104213,314535.83,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x8cc4de6b2f43e915a2173b82bf47f0a25bf52173,0x8cc4dE6b2F43E915a2173B82bf47f,,False,79.57,88.2,100.0,59.25,61.51,80.47,2903.8809,58.0776,2.0,1.0,0.0,0,0.0,2.1333,0.0,0.0,0.9351,0.7159,0.0512,2.25,525.7807,447,50,0.0,0.0,0.0,0.0,0.0,161.0,55.0,0.3416,False
0xd642202826a49c98427e73e502319d34001aa650,4960.720895,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xd642202826a49c98427e73e502319d34001aa650,332563,,False,79.19,88.33,100.0,36.47,85.0,98.03,4960.3507,2480.1753,2.0,1.0,0.0,0,0.0,0.0667,0.0,0.0,1.0,1.0,0.5,140.1731,140.1731,2,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False
0xe701b372276d03e52a4020622d6c978d4e91dcc2,15730.49577215785,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xe701b372276d03e52a4020622d6c978d4e91dcc2,0xE701B372276D03e52a4020622D6C978D4e91DcC2-1772591136009,,False,78.9,88.33,100.0,40.02,76.6,98.33,22023.6221,7341.2074,2.0,1.0,0.0,0,0.0,0.3333,0.0,0.0,1.0,1.0,0.22,144.9216,144.3826,10,3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False
0xc3ea8127ef4fc9d78da8aac6f70db5101f721f50,17325.782186829296,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xc3ea8127ef4fc9d78da8aac6f70db5101f721f50,0xc3EA8127EF4fC9d78da8aAc6f70DB5101F721F50-1773186005142,,False,78.89,88.33,100.0,39.12,77.5,99.2,20916.8694,5229.2173,2.0,1.0,0.0,0,0.0,0.2667,0.0,0.0,1.0,1.0,0.25,162.0756,1186.3884,8,4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False
0x7754fd1ca4e8e5e2810eb29a445b6053349c20ac,6799.791246,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x7754fd1ca4e8e5e2810eb29a445b6053349c20ac,122335,,False,78.87,88.33,100.0,36.47,85.0,94.83,6799.4256,6799.4256,2.0,1.0,0.0,0,0.0,0.0667,0.0,0.0,1.0,1.0,0.5,102.2761,102.2761,2,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False
0x983fe3680c56eaaace936da240d9c93298bdfb11,29688.888543954818,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x983fe3680c56eaaace936da240d9c93298bdfb11,fddfgg,,False,78.56,88.33,100.0,41.38,76.92,91.22,30872.1984,15436.0992,2.0,1.0,0.0,0,0.0,0.4333,0.0,0.0,1.0,1.0,0.2308,71.3948,139.3339,13,2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False
0x7b524ba8870a4e0e0c85ae91cff9684bc6a43d2d,7982.563359827925,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x7b524ba8870a4e0e0c85ae91cff9684bc6a43d2d,3322567,,False,78.46,88.33,100.0,36.9,80.0,96.7,5902.3014,2951.1507,2.0,1.0,0.0,0,0.0,0.1,0.0,0.0,1.0,1.0,0.3333,122.2899,1497.4299,3,2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False
0xe47653211bd3f16190ea5fd9e09064eddbd2be76,6774.887016,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xe47653211bd3f16190ea5fd9e09064eddbd2be76,0xE4765321,,False,78.23,88.33,100.0,40.93,71.25,96.95,6774.887,1354.9774,2.0,1.0,0.0,0,0.0,0.4,0.0,0.0,1.0,0.75,0.25,125.2821,236.8764,12,5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False
0x08e4fff92406d632ab1e5ba3e1bc7aa28b14f90a,6109.456346459998,216016.94445999997,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x08e4fff92406d632ab1e5ba3e1bc7aa28b14f90a,calmacalma,,False,78.21,100.0,85.7,38.23,75.0,99.7,8308.9426,166.1789,6.0945,0.84,234.53,1,0.0,0.2,0.0,0.0,1.0,1.0,0.1667,223.1763,175.9219,6,50,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False
0xdecc9cdbbee192e0313134b2fd0145abc6542683,32262.08414104532,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xdecc9cdbbee192e0313134b2fd0145abc6542683,fdgdfhfgh8456,,False,78.0,100.0,81.6,43.66,73.33,96.68,38130.9443,3466.4495,109.6989,0.8182,325.4527,1,0.0,0.6,0.0,0.0,1.0,1.0,0.1111,122.0713,295.0662,18,11,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,False
0x9ecf69b0740d742c95a40e23f5d8311aa888abd4,11193.818619507452,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x9ecf69b0740d742c95a40e23f5d8311aa888abd4,gemini88,,False,77.44,88.33,100.0,56.26,45.3,88.64,9340.8972,186.8179,2.0,1.0,0.0,0,0.0,3.3333,0.0,0.0,1.0,0.0054,0.0055,52.6943,97.5117,184,50,0.0,0.0,0.0,0.0,0.0,183.0,181.0,0.9891,False
0x0361dc2ccbb40816238dee14d8d168f66e08b8f4,6050.164594000001,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x0361dc2ccbb40816238dee14d8d168f66e08b8f4,3434655,,False,77.44,88.33,100.0,36.03,75.0,95.6,6049.9991,6049.9991,2.0,1.0,0.0,0,0.0,0.0333,0.0,0.0,1.0,0.0,1.0,109.999,109.999,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
0x1d018ef28bc6dc8191a0384debf0067a13b06b95,15529.643325,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x1d018ef28bc6dc8191a0384debf0067a13b06b95,0x1d018Ef2,,False,77.05,88.33,100.0,36.47,100.0,55.61,15529.6433,15529.6433,2.0,1.0,0.0,0,0.0,0.0667,0.0,0.0,1.0,1.0,1.0,525.0,525.0,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
0xf86d5b1a7573b0e2740a522d583f888512ccc8ed,42690.50696516729,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xf86d5b1a7573b0e2740a522d583f888512ccc8ed,kjuhk1224,,False,77.03,88.33,75.0,59.11,72.47,99.66,72836.1087,4284.477,2.0,1.0,0.0,0,5431.7342,2.9,0.0,0.0,1.0,1.0,0.0823,224.7983,359.7509,87,17,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0909,False
0x02675146ff786a37b8bd267d2507f1116ef19d31,4967.803881386758,173171.442309,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x02675146ff786a37b8bd267d2507f1116ef19d31,BackTo0,,False,76.55,87.86,75.0,59.94,70.73,96.59,2274.7847,45.4957,2.0,1.0,0.0,0,515.0858,2.6,0.0,0.0,1.0,1.0,0.0243,279.0,496.1915,78,50,0.0,0.0,0.0,0.0,0.0,53.0,1.0,0.0189,False
0x1465b79bff7992bc703e1aafb3683b1089647072,14638.502900382004,699.071427,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x1465b79bff7992bc703e1aafb3683b1089647072,0xPMN,,False,75.95,88.33,100.0,59.78,50.68,57.77,9100.3699,4550.1849,2.0,1.0,0.0,0,0.0,2.3,0.0,0.0,1.0,0.0,0.1892,514.2861,2239.3373,69,2,0.0,0.0,0.0,0.0,0.0,34.0,5.0,0.1471,False
0xa7ec2d5ce6c38557443a044e627d6abd317279fb,13946.518783999898,154393.95,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xa7ec2d5ce6c38557443a044e627d6abd317279fb,0xa7ec2d5ce6c38557443a044e627d6ab,,False,75.68,73.52,100.0,59.6,48.65,99.82,882.5102,17.6502,2.0,1.0,0.0,0,0.0,2.2333,0.0,0.0,0.828,0.454,0.0013,181.7971,956.8652,1000,50,0.0,0.0,0.0,0.0,0.0,856.0,521.0,0.6086,False
0xe0bd2f5b2a6135cc408f1523b3152763260ad839,8486.97558554374,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xe0bd2f5b2a6135cc408f1523b3152763260ad839,0xE0bD2F5B2a6135cc408F1523B3152763260ad839-1764123665327,,False,75.44,100.0,65.32,55.04,70.52,86.84,66928.6808,1338.5736,148.1888,0.78,131.6802,1,9259.1717,3.4667,0.0,0.0,1.0,1.0,0.0174,40.6236,202.8155,202,50,0.0,0.0,0.0,0.0,0.0,117.0,13.0,0.1111,False
0x36946572d760b5b1a50cfcd213ba901f1cd4c5ae,67378.60590153681,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x36946572d760b5b1a50cfcd213ba901f1cd4c5ae,0x36946572D760b5b1A50CfCD213bA901F1cd4c5ae-1772669175169,,False,75.38,88.33,100.0,32.29,73.79,85.65,78466.697,6538.8914,2.0,1.0,0.0,0,0.0,5.2667,0.0,0.0,1.0,1.0,0.1262,33.0,95.132,158,12,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,False
0xcf88863efd5af1d3a818083fac1629b1a2712fbf,44163.32866488969,69663.563356,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xcf88863efd5af1d3a818083fac1629b1a2712fbf,0xCf88863EfD5aF1D3A818083FAc1629b1A2712fbF-1774136315296,,False,75.32,100.0,72.85,40.93,74.17,96.34,46453.2756,2732.5456,43.7179,0.8235,519.9741,1,0.0,0.4,0.0,0.0,1.0,1.0,0.1389,118.0388,104.0186,12,17,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False
0x5160f6422518f968b04c4b09c4e7001a0111ef05,17322.7395,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x5160f6422518f968b04c4b09c4e7001a0111ef05,0x5160f6422518F968B04C4b09c4e7001a0111Ef05-1761327411270,,False,75.04,88.33,100.0,43.66,52.82,84.31,17626.8411,3525.3682,2.0,1.0,0.0,0,0.0,0.6,0.0,0.0,0.8825,0.5196,0.0039,24.75,23.5816,485,50,0.0,0.0,0.0,0.0,0.0,335.0,93.0,0.2776,False
0x686c4ffdd2d80a374ce52971ab83da3e503418c3,4699.890873,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x686c4ffdd2d80a374ce52971ab83da3e503418c3,0x686C4ffD,,False,74.91,100.0,80.42,39.12,67.19,88.16,4699.8909,783.3151,14.3633,0.8333,351.7012,1,0.0,0.2667,0.0,0.0,1.0,0.625,0.2188,49.395,369.5969,8,6,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1667,False
0xa4aef0da5a222940a12f50ed61b6495e7e9eadf0,4805.405949705861,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xa4aef0da5a222940a12f50ed61b6495e7e9eadf0,0xA4aef0Da5a222940A12F50ED61b6495e7e9eaDF0-1764537774839,,False,74.67,100.0,67.5,54.38,56.87,94.54,10485.8779,213.9975,72.03,0.9388,83.295,1,4468.8138,3.5333,0.0,0.0,0.8071,0.8071,0.0122,99.5,203.0435,140,49,0.0,0.0,0.0,0.0,0.0,99.0,29.0,0.2929,False
0x30af6a4f675f3b90adace43141ed6e6de37b1879,60299.61802842385,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x30af6a4f675f3b90adace43141ed6e6de37b1879,xok52-3-4-5,,False,74.56,100.0,56.25,57.57,70.84,93.23,81436.8498,3257.474,245.3523,0.96,333.2764,1,53724.8982,1.8333,0.0,0.0,1.0,1.0,0.0281,87.6928,243.2735,55,25,0.0,0.0,0.0,0.0,0.0,45.0,7.0,0.1556,False
0x60419de5b817d8c581d919fbb1460b09e9f466f0,18538.047009284757,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x60419de5b817d8c581d919fbb1460b09e9f466f0,kljklk869,,False,74.51,100.0,51.25,60.0,70.98,98.75,70685.8099,1606.4957,39.0672,0.9091,1648.6188,1,0.0,2.5,0.0,0.0,1.0,1.0,0.0325,152.3931,429.2341,75,44,0.0,0.0,0.0,0.0,0.0,44.0,3.0,0.0682,False
0x3a07c1efa03582044ad2de9e9203d22933c33b59,22457.902055315222,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x3a07c1efa03582044ad2de9e9203d22933c33b59,fgfdgg7876,,False,74.33,100.0,51.25,58.23,72.35,99.22,50082.9297,2946.0547,31.8691,0.8824,1072.8668,1,0.0,1.9333,0.0,0.0,1.0,1.0,0.0785,162.5056,355.3339,58,17,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.087,False
0xaed64f1a5b948fb077b64231698306c9adbe68c6,21344.466408654494,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xaed64f1a5b948fb077b64231698306c9adbe68c6,konltTR,,False,74.17,100.0,51.25,58.43,72.35,97.13,38464.5222,3496.7747,24.1504,0.9091,1661.5076,1,0.0,1.9667,0.0,0.0,1.0,1.0,0.0784,127.6168,217.5638,59,11,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,False
0x8ef6526ebfe05809d1ef1a19f57c730bd289babc,4985.493157001032,236488.15,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x8ef6526ebfe05809d1ef1a19f57c730bd289babc,POLMAXI,,False,74.15,85.92,95.44,59.84,33.63,81.13,912.6505,18.253,51.7031,0.98,17.9999,1,0.0,2.3333,0.0,0.0,0.5872,0.1835,0.0874,5.994,919.8076,327,50,0.0,0.0,0.0,0.0,0.0,108.0,53.0,0.4907,False
0xf499ffe714952193c81b3965f65ae73df95cb5d9,7686.710659178286,25609.172789,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xf499ffe714952193c81b3965f65ae73df95cb5d9,Htxclocks,,False,73.47,87.92,75.0,57.33,74.86,66.19,2334.9361,291.867,2.0,1.0,0.0,0,592.7479,1.8,0.0,0.0,1.0,1.0,0.162,472.544,823.1848,56,8,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0357,False
0x1558f4dac008d7c03ccb28f381faea1f87702c13,8904.33806793627,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x1558f4dac008d7c03ccb28f381faea1f87702c13,dsfqawer,,False,73.44,88.33,100.0,47.24,24.05,100.0,11648.6491,728.0406,2.0,1.0,0.0,0,0.0,4.1333,0.0,0.0,0.4919,0.0,0.0636,200.0,188.0783,124,16,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,False
0x6469fc8998673104a6cf40fb52b21121b0b3b890,5261.631365063122,83853.136309,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x6469fc8998673104a6cf40fb52b21121b0b3b890,90119011,,False,73.21,100.0,89.42,47.24,25.63,88.25,6491.3918,129.8278,43.7911,0.98,151.6997,1,0.0,4.1333,0.0,0.0,0.5565,0.0081,0.013,49.9986,471.6932,124,50,0.0,0.0,0.0,0.0,0.0,72.0,8.0,0.1111,False
0x35da46091f42170e594fc64ca3f296c7f4f89c10,15134.0,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x35da46091f42170e594fc64ca3f296c7f4f89c10,sadiequiljii,,False,73.12,88.33,100.0,36.03,75.0,52.4,16215.0,4053.75,2.0,1.0,0.0,0,0.0,0.0333,0.0,0.0,1.0,0.0,1.0,541.06,541.06,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
0xd2aceda954b0938903a86ab2e0683aefca5ee5fe,22791.267815019808,123298.760766,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xd2aceda954b0938903a86ab2e0683aefca5ee5fe,j2f2n4f2jkjn,,False,73.09,88.33,100.0,35.6,50.94,86.87,4342.6284,86.8526,2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.9905,0.181,0.0616,40.8,83.2368,105,50,0.0,0.0,0.0,0.0,0.0,37.0,3.0,0.0811,False
0xa3c3203e7cf95c46865fb910e866a9da3c83864b,10151.410681724208,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xa3c3203e7cf95c46865fb910e866a9da3c83864b,nijuuuuu1,,False,72.84,88.33,100.0,21.09,72.46,88.98,13135.5132,1010.4241,2.0,1.0,0.0,0,0.0,6.5,0.0,0.0,1.0,1.0,0.0819,55.0,65.3226,195,13,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0909,False
0xa7011667f22c121c6cea7aab30192307c58c47cd,50091.08090837094,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xa7011667f22c121c6cea7aab30192307c58c47cd,BadTattoo,,False,72.78,88.31,75.0,54.38,53.87,94.6,3734.477,1244.8257,2.0,1.0,0.0,0,2167.6521,1.4667,0.0,0.0,1.0,0.0,0.2955,100.0,1036.489,63,3,0.0,0.0,0.0,0.0,0.0,36.0,5.0,0.1389,False
0xa6ef806abd58e8c66b474e5e7e9eb2f01ddc8326,6812.320365545839,16066.959371,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xa6ef806abd58e8c66b474e5e7e9eb2f01ddc8326,YOLOwhaleX,,False,72.65,100.0,95.51,15.0,70.76,82.17,8252.8211,171.9338,254.9414,0.9375,16.499,1,0.0,13.8667,0.0,0.0,1.0,1.0,0.0252,12.0,11.3934,416,48,0.0,0.0,0.0,0.0,0.0,82.0,5.0,0.061,False
0x50b9b8f789c84bb3e49cd4424af62b59c7098ea8,4721.937617881836,14006.551125000002,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x50b9b8f789c84bb3e49cd4424af62b59c7098ea8,HopiumOverdose,,False,72.65,100.0,95.51,15.0,70.77,82.17,6073.8115,132.0394,187.8967,0.9348,16.4997,1,0.0,12.2333,0.0,0.0,1.0,1.0,0.0257,12.0,11.4281,367,46,0.0,0.0,0.0,0.0,0.0,78.0,4.0,0.0513,False
0xde8edafe9e4c9c4f4abf3025f03bd87932c53df9,7398.11018162332,17662.7093,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xde8edafe9e4c9c4f4abf3025f03bd87932c53df9,DiamondHandChad,,False,72.64,100.0,95.51,15.0,70.71,82.17,8860.7345,180.8313,243.7732,0.9388,16.498,1,0.0,15.2,0.0,0.0,1.0,1.0,0.0235,12.0,11.53,456,49,0.0,0.0,0.0,0.0,0.0,83.0,5.0,0.0602,False
0xdc8759e2bb8c6505ad3f2048a21cbba96fd08094,8998.813173126857,19762.800596,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xdc8759e2bb8c6505ad3f2048a21cbba96fd08094,MoonApe420,,False,72.63,100.0,95.51,15.0,70.68,82.17,10629.9394,212.5988,263.4681,0.92,16.4999,1,0.0,15.6,0.0,0.0,1.0,1.0,0.0226,12.0,11.4625,468,50,0.0,0.0,0.0,0.0,0.0,84.0,7.0,0.0833,False
0x3be1ee7e0056bbc11de72626f0e25072cef0cf16,6965.496155991814,19400.37495,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x3be1ee7e0056bbc11de72626f0e25072cef0cf16,RugPullLord,,False,72.63,100.0,95.51,15.0,70.67,82.17,8628.4231,176.0903,237.444,0.9388,16.4941,1,0.0,15.2333,0.0,0.0,1.0,1.0,0.0224,12.0,11.7404,457,49,0.0,0.0,0.0,0.0,0.0,85.0,3.0,0.0353,False
0xe66a771cffa92d41bf85853237fb290dce3c6cff,10252.584554246212,54138.90367400001,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xe66a771cffa92d41bf85853237fb290dce3c6cff,gao2leng,wzsyznn,False,72.59,88.33,75.0,48.97,69.68,83.53,9534.4651,190.6893,2.0,1.0,0.0,0,2933.2751,4.0,0.0,0.0,0.991,0.99,0.0112,20.0044,47.5325,1000,50,0.0,0.0,0.0,0.0,0.0,219.0,2.0,0.0091,False
0x481a266d263c898aa5c1578f90bd291587e4be25,9995.814954081348,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x481a266d263c898aa5c1578f90bd291587e4be25,Sent6688,,False,72.51,100.0,95.17,15.0,70.38,82.17,7983.4364,159.6687,134.0576,0.92,23.9999,1,0.0,33.3333,0.0,0.0,1.0,1.0,0.0126,12.0,11.7533,1000,50,0.0,0.0,0.0,0.0,0.0,187.0,4.0,0.0214,False
0xb81c5f819430ca7ee1c3cb682ffcf99cfeb70ccc,9867.227133220424,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xb81c5f819430ca7ee1c3cb682ffcf99cfeb70ccc,lppppp558,,False,72.51,100.0,95.17,15.0,70.38,82.17,6554.4749,131.0895,110.2419,0.92,23.9998,1,0.0,33.3333,0.0,0.0,1.0,1.0,0.0125,12.0,11.7177,1000,50,0.0,0.0,0.0,0.0,0.0,189.0,2.0,0.0106,False
0xaac65a5354c07493f2f8476a93d32153e60dc7a4,8606.443616044904,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0xaac65a5354c07493f2f8476a93d32153e60dc7a4,poxrrr,,False,72.51,100.0,95.17,15.0,70.37,82.17,6538.9615,130.7792,91.8192,0.92,24.0,1,0.0,33.3333,0.0,0.0,1.0,1.0,0.0122,12.0,11.7953,1000,50,0.0,0.0,0.0,0.0,0.0,192.0,4.0,0.0208,False
0x8095ca078a538961d1d5e828bbb6bc6f5ec95180,30239.280296356257,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x8095ca078a538961d1d5e828bbb6bc6f5ec95180,hjkhjkhkjk,,False,72.48,100.0,51.25,50.63,74.2,96.41,35857.4493,3585.7449,8.1804,0.8,4511.0972,1,0.0,1.1333,0.0,0.0,1.0,1.0,0.1401,118.8209,383.0495,34,10,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0769,False
0x05648f011ea1f04ae3c23632c1a96b7a9176eda0,5944.875581,124.93,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x05648f011ea1f04ae3c23632c1a96b7a9176eda0,222334,,False,72.48,88.33,75.0,36.9,80.0,96.87,5944.8131,2972.4066,2.0,1.0,0.0,0,4202.9117,0.1,0.0,0.0,1.0,1.0,0.3333,124.3008,115.0353,3,2,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333,False
0x511e5c7b146d861a66b29f8ba891e143306d1a69,77291.96039622319,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x511e5c7b146d861a66b29f8ba891e143306d1a69,luochen1,,False,72.42,100.0,51.25,52.59,71.07,95.51,120354.9347,8596.781,30.1931,0.9286,4122.722,1,0.0,3.7,0.0,0.0,1.0,1.0,0.0358,109.0156,189.2018,111,14,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0256,False
0x55924d12795f5a81a334d324b5bf00af8aafd63c,10489.675018683938,0.0,,https://data-api.polymarket.com/v1/accounting/snapshot?user=0x55924d12795f5a81a334d324b5bf00af8aafd63c,qap123,,False,72.38,100.0,94.63,15.0,70.38,82.17,8123.8935,162.4779,110.7834,0.92,35.9997,1,0.0,33.3333,0.0,0.0,1.0,1.0,0.0125,12.0,11.7869,1000,50,0.0,0.0,0.0,0.0,0.0,187.0,4.0,0.0214,False
